airplane,air,11,"airplane,transportation,taxi,cab,money,million,plenty,groceries,broth,uncooked,inhale,air"
airplane,airport,1,"airplane,airport"
airplane,attendant,-1,NOT FOUND
airplane,cloud,15,"airplane,transportation,taxi,cab,money,million,plenty,groceries,broth,tapioca,tangy,thirst,water,mist,fog,cloud"
airplane,flight,1,"airplane,flight"
airplane,food,8,"airplane,transportation,taxi,cab,money,million,plenty,bouillon,food"
airplane,journey,3,"airplane,transportation,baggage,journey"
airplane,luggage,2,"airplane,transportation,luggage"
airplane,meal,9,"airplane,transportation,taxi,cab,money,million,plenty,bouillon,food,meal"
airplane,passenger,2,"airplane,transportation,passenger"
airplane,pilot,1,"airplane,pilot"
airplane,runway,-1,NOT FOUND
airplane,seat,3,"airplane,transportation,car,seat"
airplane,sky,2,"airplane,aircraft,sky"
airplane,stewardess,11,"airplane,transportation,taxi,cab,money,million,plenty,groceries,broth,seasoning,hot,stewardess"
airplane,suitcase,3,"airplane,transportation,luggage,suitcase"
airplane,travel,2,"airplane,transportation,travel"
airplane,trip,2,"airplane,transportation,trip"
airplane,wings,14,"airplane,transportation,taxi,cab,money,million,plenty,groceries,broth,seasoning,tomato,ketchup,robin,sparrow,wings"
apple,autumn,9,"apple,vegetable,broth,seasoning,tomato,berry,orchard,stem,leaf,autumn"
apple,banana,1,"apple,banana"
apple,core,13,"apple,vegetable,broth,groceries,plenty,much,money,fee,terms,protractor,math,trigonometry,calculus,core"
apple,fruit,5,"apple,vegetable,broth,food,pecan,fruit"
apple,green,9,"apple,vegetable,broth,seasoning,tomato,berry,orchard,seed,shrub,green"
apple,juice,5,"apple,vegetable,broth,tapioca,tangy,juice"
apple,leaf,8,"apple,vegetable,broth,seasoning,tomato,berry,orchard,stem,leaf"
apple,orange,6,"apple,vegetable,broth,seasoning,tomato,berry,orange"
apple,orchard,6,"apple,vegetable,broth,seasoning,tomato,berry,orchard"
apple,pie,5,"apple,vegetable,broth,food,baker,pie"
apple,red,6,"apple,vegetable,broth,seasoning,tomato,ketchup,red"
apple,seed,7,"apple,vegetable,broth,seasoning,tomato,berry,orchard,seed"
apple,teacher,8,"apple,vegetable,broth,food,gourmet,good,recommend,assist,teacher"
apple,tree,7,"apple,vegetable,broth,seasoning,tomato,berry,orchard,tree"
apple,worm,14,"apple,vegetable,broth,food,gourmet,good,manners,bad,unlawful,sheriff,deputy,vet,animal,snail,worm"
ax,chop,16,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,tree,lumber,jigsaw,chop"
ax,cut,16,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,seed,shrub,mower,cut"
ax,deodarant,-1,NOT FOUND
ax,fire,12,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,hot,volcano,fire"
ax,handle,15,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,bouillon,plenty,much,money,cab,car,handle"
ax,log,15,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,tree,elm,log"
ax,lumberjack,-1,NOT FOUND
ax,metal,12,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,skillet,foil,aluminum,metal"
ax,murderer,10,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,good,worse,horrible,murderer"
ax,spray,14,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,slurp,drink,quench,towel,rinse,spray"
ax,steel,11,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,skillet,foil,steel"
ax,tree,13,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,tree"
ax,wood,15,"ax,hatchet,brawl,disagreement,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,tree,lumber,wood"
baby,blanket,19,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,seed,shrub,hedge,trim,flakes,conditioner,blanket"
baby,bottle,13,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,slurp,drink,quench,flask,bottle"
baby,cradle,1,"baby,cradle"
baby,crib,16,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,seasoning,tomato,berry,orchard,tree,lumber,termite,crib"
baby,cry,2,"baby,infant,cry"
baby,cute,1,"baby,cute"
baby,diaper,11,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,spoon,silverware,diaper"
baby,milk,13,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,slurp,drink,thirst,beverage,milk"
baby,mother,3,"baby,infant,daughter,mother"
baby,pacify,-1,NOT FOUND
baby,small,6,"baby,infant,son,he,man,midget,small"
baby,sooth,-1,NOT FOUND
baby,towel,12,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,slurp,drink,quench,towel"
baby,toy,15,"baby,infant,son,arrogant,despise,honesty,truthful,gourmet,food,slurp,drink,pub,bartender,fun,entertainment,toy"
bag,book,8,"bag,grocery,food,gourmet,truthful,christian,protestant,hymn,book"
bag,computer,10,"bag,groceries,plenty,much,money,fee,terms,protractor,math,compute,computer"
bag,food,2,"bag,grocery,food"
bag,groceries,1,"bag,groceries"
bag,hand,9,"bag,broth,seasoning,tomato,ketchup,red,bluejay,bird,finger,hand"
bag,handle,7,"bag,groceries,plenty,much,money,cab,car,handle"
bag,laptop,-1,NOT FOUND
bag,paper,10,"bag,grocery,food,gourmet,truthful,christian,protestant,hymn,book,printing,paper"
bag,plastic,7,"bag,groceries,plenty,much,money,employment,proposal,plastic"
bag,school,7,"bag,groceries,plenty,much,money,fee,text,school"
bag,shopping,5,"bag,groceries,plenty,much,money,shopping"
bag,wallet,5,"bag,groceries,plenty,much,money,wallet"
bag,woman,12,"bag,broth,seasoning,tomato,berry,orchard,tree,lumber,jigsaw,shears,comb,her,woman"
bag,zipper,10,"bag,broth,seasoning,tomato,berry,orchard,tree,lumber,stairs,ascend,zipper"
baker,apron,8,"baker,food,slurp,drink,quench,towel,bathtub,rake,apron"
baker,bakery,-1,NOT FOUND
baker,bread,6,"baker,food,broth,vegetable,crops,grain,bread"
baker,cake,5,"baker,food,gourmet,delicious,pastry,cake"
baker,cookie,5,"baker,food,gourmet,delicious,pudding,cookie"
baker,cupcake,-1,NOT FOUND
baker,dough,6,"baker,food,bouillon,plenty,much,money,dough"
baker,flour,4,"baker,food,broth,cauliflower,flour"
baker,hat,10,"baker,food,gourmet,good,worse,worst,misery,grief,migraine,head,hat"
baker,muffin,7,"baker,food,broth,vegetable,crops,grain,bread,muffin"
baker,oven,3,"baker,food,roast,oven"
baker,pastry,4,"baker,food,gourmet,delicious,pastry"
baker,pie,1,"baker,pie"
ball,baseball,3,"ball,volleyball,softball,baseball"
ball,basket,15,"ball,volleyball,fun,bartender,pub,drink,slurp,food,seasoning,tomato,berry,orchard,tree,lumber,wicker,basket"
ball,basketball,2,"ball,volleyball,basketball"
ball,beach,8,"ball,volleyball,fun,bartender,rum,quench,water,reef,beach"
ball,bounce,18,"ball,volleyball,fun,bartender,pub,drink,slurp,food,gourmet,good,manners,bad,unlawful,sheriff,deputy,vet,animal,chimpanzee,bounce"
ball,dog,15,"ball,volleyball,fun,bartender,pub,drink,slurp,food,gourmet,good,manners,bad,unlawful,sheriff,deputy,dog"
ball,game,2,"ball,volleyball,game"
ball,hoop,9,"ball,volleyball,fun,bartender,rum,quench,drench,chlorine,loop,hoop"
ball,net,1,"ball,net"
ball,park,15,"ball,volleyball,fun,bartender,pub,drink,slurp,food,bouillon,plenty,much,money,cab,taxi,driveway,park"
ball,soccer,2,"ball,volleyball,soccer"
ball,sport,2,"ball,volleyball,sport"
bank,atm,-1,NOT FOUND
bank,bank,0,bank
bank,burglar,5,"bank,teller,wager,purchase,buyer,burglar"
bank,card,5,"bank,teller,money,employment,proposal,card"
bank,cash,3,"bank,teller,wager,cash"
bank,cashier,4,"bank,teller,money,owe,cashier"
bank,cheque,-1,NOT FOUND
bank,clerk,5,"bank,teller,money,owe,employer,clerk"
bank,client,-1,NOT FOUND
bank,credit,3,"bank,teller,wager,credit"
bank,currency,-1,NOT FOUND
bank,customer,4,"bank,teller,money,owe,customer"
bank,guard,13,"bank,teller,money,million,plenty,bouillon,food,gourmet,good,manners,bad,unlawful,sheriff,guard"
