AIRPLANE,flight
AIRPLANE,"travel (journey, trip)"
AIRPLANE,wings
AIRPLANE,seats
AIRPLANE,sky (air)
AIRPLANE,cloud
AIRPLANE,airport
AIRPLANE,runway
AIRPLANE,passenger
AIRPLANE,pilot
AIRPLANE,flight attendant (stewardess)
AIRPLANE,food (meal)
AIRPLANE,luggage (suitcase)
APPLE,red
APPLE,green
APPLE,orange
APPLE,worm
APPLE,banana
APPLE,leaf
APPLE,seeds
APPLE,core
APPLE,tree
APPLE,orchard
APPLE,autumn
APPLE,fruit
APPLE,pie
APPLE,teacher
APPLE,juice
AXE,cutting (chopping)
AXE,handle
AXE,metal (steel)
AXE,tree
AXE,wood (logs)
AXE,deodarant (spray)
AXE,lumberjack
AXE,fire
AXE,murderer
BABY,crying 
BABY,cute
BABY,small
BABY,diaper
BABY,bottle
BABY,soother (pacifier)
BABY,toy
BABY,crib (cradle)
BABY,mother
BABY,milk
BABY,blanket (towel)
BAG,shopping 
BAG,plastic
BAG,paper
BAG,handles
BAG,zipper
BAG,school
BAG,hand
BAG,groceries (food)
BAG,wallet 
BAG,book
BAG,computer (laptop)
BAG,woman
BAKER,hat
BAKER,apron
BAKER,bakery
BAKER,bread
BAKER,cake
BAKER,cookies
BAKER,flour
BAKER,cupcakes
BAKER,pastries
BAKER,pie
BAKER,muffins
BAKER,dough
BAKER,oven
BALL,bouncing
BALL,game
BALL,net
BALL,basket (hoop)
BALL,beach
BALL,park
BALL,basketball
BALL,sport
BALL,dog
BALL,baseball
BALL,soccer
BANK,investment
BANK,ATM
BANK,safe (vault)
BANK,guard(security)
BANK,cash register
BANK,customer ( client)
BANK,"money (cash, currency)"
BANK,"bank teller (cashier, clerk)"
BANK,robber (burglar)
BANK,credit card (visa)
BANK,loan (credit)
BANK,cheque
BARN,red
BARN,hay (straw)
BARN,wood
BARN,farm
BARN,horse
BARN,cow
BARN,animals
BARN,pig
BARN,farmer
BARN,chicken
BARN,tractor
BEACH,swimming
BEACH,sun (sunshine)
BEACH,sand
BEACH,water
BEACH,summer
BEACH,"ball (volleyball, beachball)"
BEACH,ocean (sea)
BEACH,towel
BEACH,bikini (swimsuit)
BEAK,peck (eat)
BEAK,sharp
BEAK,worm
BEAK,nest
BEAK,seeds
BEAK,food
BEAK,bird
BEAK,duck
BEAR,fear
BEAR,brown
BEAR,big
BEAR,cub
BEAR,fur
BEAR,claws
BEAR,teeth
BEAR,forest
BEAR,tree
BEAR,cave (den)
BEAR,fish (salmon)
BEAR,honey
BEAR,berries
BEAR,camping
BED,sleep
BED,rest
BED,pillow
BED,sheets
BED,mattress
BED,duvet (comforter)
BED,bedroom
BED,house
BED,night
BED,blanket
BEE,sting
BEE,yellow
BEE,bear
BEE,stinger
BEE,stripes
BEE,hive (nest)
BEE,honey
BEE,pollen
BEE,black
BEE,queen
BEE,flower
BEE,comb
BEER,wine
BEER,chips
BEER,alcohol (liquor)
BEER,foam
BEER,bar (pub)
BEER,"cup (glass, mug)"
BEER,bottle
BEER,keg
BEER,drunk person
BEER,belly
BEER,drink
BEER,party
BIRD,fly
BIRD,sIng (chirp)
BIRD,wings
BIRD,feather
BIRD,beak
BIRD,nest
BIRD,tree
BIRD,sky (air)
BIRD,cage
BIRD,egg
BIRD,worm
BIRD,seeds
BIRD,cat
BOAT,tubing
BOAT,fish
BOAT,sails
BOAT,anchor
BOAT,motor (engine)
BOAT,paddles
BOAT,water
BOAT,ocean (sea)
BOAT,lake
BOAT,rIver
BOAT,dock
BOAT,summer
BOAT,captain
BONE,strong
BONE,broken
BONE,muscles
BONE,body
BONE,marrow
BONE,dog
BONE,skeleton
BONE,dinosaur
BONE,cast
BONE,milk
BOOK,reading
BOOK,glasses
BOOK,page
BOOK,paper
BOOK,words
BOOK,bookmark
BOOK,author (writer)
BOOK,cover
BOOK,school
BOOK,library
BOOK,bookstore
BOOK,bookshelf
BOOK,knowledge
BOY,girl
BOY,father
BOY,car
BOY,penis
BOY,games
BOY,toys
BOY,school
BOY,sports
BOY,male
BOY,friend
BUILDER,construction
BUILDER,work (job)
BUILDER,hammer
BUILDER,hardhat (helmet)
BUILDER,tools
BUILDER,machines (equipment)
BUILDER,house
BUILDER,wood
BUILDER,brick
BUILDER,nails
BUILDER,concrete
BUILDER,bob
CAGE,metal
CAGE,bars
CAGE,lock
CAGE,key
CAGE,prison (jail)
CAGE,zoo
CAGE,bird
CAGE,animal
CAGE,dog
CAGE,lion
CAGE,prisoner (criminal)
CAKE,presents (gifts)
cake,icing (frosting)
cake,candles
cake,chocolate
cake,flour
cake,sugar
cake,vanilla
cake,cream
cake,plate (platter)
cake,oven (stove)
CAKE,bakery
cake,birthday
cake,party
cake,baker
cake,fork
CAMEL,spit
CAMEL,hump
CAMEL,desert
CAMEL,sand
CAMEL,Egypt
CAMEL,water
CAMEL,cactus
CAMEL,Arabs
CANDLE,match
CANDLE,wax
CANDLE,wick
CANDLE,cake
CANDLE,candleholder
CANDLE,table
CANDLE,fire (flame)
CANDLE,light
CANDLE,heat
CANDLE,lighter
CANDLE,birthday
CANDLE,night
CANDLE,scent
CANDY,sweet
CANDY,sour
CANDY,wrapper
CANDY,store
CANDY,mouth
CANDY,cavity 
CANDY,halloween
CANDY,child
CANDY,sugar
CAR,driving
CAR,"crash (collision, accident)"
CAR,wheels
CAR,tires
CAR,steering wheel
CAR,seats
CAR,engine
CAR,radio
CAR,key
CAR,"road (street, highway)"
CAR,garage
CAR,gas (fuel)
CAR,speed
CAR,driver
CASTLE,moat
CASTLE,stones (bricks)
CASTLE,bridge
CASTLE,king
CASTLE,queen
CASTLE,knight (guard)
CASTLE,princess
CASTLE,prince
CASTLE,royalty
CASTLE,money (wealth)
CASTLE,crown
CASTLE,dragon
CAT,meow
CAT,dog
CAT,fur
CAT,claws
CAT,whiskers
CAT,house
CAT,couch
CAT,tree
CAT,mouse (rat)
CAT,milk
CAT,yarn
CAT,kitten
CAT,fish
CAT,pet
CAT,litter box
CHEESE,yellow
CHEESE,crackers
CHEESE,wine
CHEESE,milk
CHEESE,hole
CHEESE,pizza
CHEESE,trap
CHEESE,fridge
CHEESE,pasta (macaroni)
CHEESE,cow
CHEESE,sandwich
CHEESE,knife
CHEESE,mouse
CHEESE,cheddar
CHEF,cooking
CHEF,waiter
CHEF,hat
CHEF,knife
CHEF,pan
CHEF,oven (stove)
CHEF,pot
CHEF,apron
CHEF,restaurant
CHEF,kitchen
CHEF,food
CHICKEN,chick
CHICKEN,rooster
CHICKEN,feathers
CHICKEN,wings
CHICKEN,leg (drumstick)
CHICKEN,beak
CHICKEN,farm
CHICKEN,"coop (pen, cage, henhouse)"
CHICKEN,barn
CHICKEN,egg
CHICKEN,"grain (seeds, corn)"
CHICKEN,food
CHICKEN,dinner
CHICKEN,farmer
CHICKEN,KFC
CHILD,young
CHILD,innocent
CHILD,small (little)
CHILD,mother
CHILD,toys
CHILD,school
CHILD,daycare (kindergarten)
CHILD,playground
CHILD,candy
CHILD,parents
CHURCH,cross
CHURCH,alter
CHURCH,choir
CHURCH,organ
CHURCH,Sunday
CHURCH,god
CHURCH,priest
CHURCH,bible
CHURCH,pews (benches)
CHURCH,religion
CHURCH,prayer
CHURCH,people
CIRCUS,cotton candy
CIRCUS,tent
CIRCUS,clown
CIRCUS,elephant
CIRCUS,popcorn
CIRCUS,lion
CIRCUS,show
CIRCUS,acrobat (gymnast)
CLOWN,scary
CLOWN,funny
CLOWN,elephant
CLOWN,red nose
CLOWN,makeup (face paint)
CLOWN,big shoes
CLOWN,balloon
CLOWN,wig
CLOWN,circus
CLOWN,party
CLOWN,carnival (fair)
CLOWN,children
CLOWN,birthday
COFFEE,black
COFFEE,cream (milk)
COFFEE,sugar
COFFEE,tea
COFFEE,"pastry (donut, biscuit, cake, danish, muffin)"
COFFEE,caffeine
COFFEE,beans
COFFEE,mug (cup)
COFFEE,"coffee shop (tim hortons, starbucks)"
COFFEE,morning
COFFEE,breakfast
COMPUTER,printer
COMPUTER,keyboard
COMPUTER,mouse
COMPUTER,screen (monitor)
COMPUTER,games
COMPUTER,speakers
COMPUTER,school
COMPUTER,desk
COMPUTER,laptop
COMPUTER,internet
COMPUTER,facebook
COW,calf
COW,spots
COW,farm
COW,barn
COW,field (pasture)
COW,milk
COW,grass (hay)
COW,beef (meat)
COW,farmer
CROWN,throne
CROWN,gold
CROWN,"jewels (gems, diamonds)"
CROWN,castle (palace)
CROWN,head
CROWN,king (monarch)
CROWN,queen
CROWN,princess
CROWN,money
CROWN,royalty
DESERT,sand
DESERT,heat
DESERT,pyramids
DESERT,water
DESERT,camel
DESERT,cactus
DESERT,sun
DESERT,drought
DESERT,palm tree
DIAMOND RING,money
DIAMOND RING,gold
DIAMOND RING,jewels
DIAMOND RING,finger
DIAMOND RING,box
DIAMOND RING,wedding
DIAMOND RING,engagement (proposal)
DIAMOND RING,jewelry
DIAMOND RING,woman (girl)
DIAMOND RING,rich person
DIAMOND RING,silver
doctor,nurse
doctor,"white coat (lab coat, scrubs, coat, jacket, uniform)"
doctor,"needle (injection, shot, syringe)"
doctor,stetoscope
doctor,hospital
doctor,office (clinic)
doctor,medical school
doctor,patient (sick person)
doctor,health
doctor,"medicine (pill, drug)"
dog,walking
dog,barking
dog,cat
dog,leash
dog,collar
dog,fur
DOG,tail
dog,"park (garden, yard)"
dog,house (home)
DOG,kennel (doghouse)
dog,treat (biscuit)
dog,bone
dog,dogfood (kibble)
dog,friend (companion)
dog,pet
dog,ball
dog,toy 
DRAGON,scales
DRAGON,wings
DRAGON,tail
DRAGON,teeth
DRAGON,fairy tale
DRAGON,castle
DRAGON,cave (den)
DRAGON,china
DRAGON,fire (flame)
DRAGON,princess
DRAGON,knight
DRAGON,sword
DRUGSTORE,sick person
DRUGSTORE,pharmacy
DRUGSTORE,"medicine (drugs, pills)"
DRUGSTORE,prescription
DRUGSTORE,make-up
DRUGSTORE,doctor
DRUGSTORE,money
DRUGSTORE,"pain killer (tylenol, advil)"
DRUGSTORE,candy
DRUGSTORE,magazines
DRUGSTORE,pharmacist
FEET,smell
FEET,walking
FEET,running
FEET,hands
FEET,toes
FEET,nails
FEET,shoes
FEET,socks
FEET,floor
FEET,nailpolish
FEET,cream
FISH,gill
FISH,scales
FISH,water
FISH,ocean (sea)
FISH,aquarium (fish tank)
FISH,lake
FISH,river
FISH,worm
FISH,food
FISH,boat
FISH,fishing rod
FISH,sushi
FISH,cat
FLOWER,grass
FLOWER,petal
FLOWER,scent (smell)
FLOWER,colour
FLOWER,pollen
FLOWER,stem
FLOWER,leaves
FLOWER,vase
FLOWER,garden
FLOWER,soil
FLOWER,pot
FLOWER,tree
FLOWER,water
FLOWER,spring
FLOWER,rose
FLOWER,bee
FLOWER,sun
FLY,annoying
FLY,wings
FLY,eyes
FLY,sky (air)
FLY,spiderweb
FLY,garbage
FLY,summer
FLY,airplane
FLY,bug
FLY,bird
FLY,swatter
FLY,fruit
FLY,germs (infection)
FROG,"hop (jump, leap)"
FROG,croak (ribbit)
FROG,green
FROG,tadpole
FROG,tongue
FROG,slime
FROG,lilypad
FROG,water
FROG,pond
FROG,swamp
FROG,fly
FROG,prince
FROG,insect (bug)
FROG,princess
GARAGE,door
GARAGE,"house (home, appartment)"
GARAGE,car
GARAGE,tools
GARAGE,garbage bins (trash)
GARAGE,storage
GARAGE,bicycle
GIFT,cake
GIFT,wrapping
GIFT,bow
GIFT,ribbon
GIFT,Christmas tree
GIFT,box
GIFT,joy
GIFT,Christmas
GIFT,birthday
GIFT,holiday
GIFT,present
GIFT,santa
GIFT,child
GIRL,pink
GIRL,female
GIRL,pretty (cute)
GIRL,boy
GIRL,long hair
GIRL,dress
GIRL,dolls (barbie)
GIRL,clothes
GIRL,flowers
GIRL,purse
GIRL,school
GIRL,makeup
GRANNY,knitting
GRANNY,old
GRANNY,grandpa
GRANNY,glasses
GRANNY,cane
GRANNY,grey hair
GRANNY,wrinkles
GRANNY,home
GRANNY,food
GRANNY,cookies
GRANNY,rocking chair
HAMMER,construction
HAMMER,screwdriver
HAMMER,metal head
HAMMER,toolbox
HAMMER,nail
HAMMER,wood
HAMMER,wall
HAMMER,tool
HAMMER,handyman
HAMMER,hand
HANDS,feet
HANDS,arms
HANDS,legs
HANDS,fingers
HANDS,nails
HANDS,ring
HANDS,gloves (mittens)
HANDS,palms
HANDS,nailpolish
HANDS,pencil
HANDS,keyboard
HONEY,sweet 
HONEY,sticky
HONEY,hive (nest)
HONEY,tea
HONEY,noneycomb
HONEY,plastic bottle (jar)
HONEY,bee
HONEY,bear
HONEY,flower
HONEY,"bread (toast, bagel)"
HORSE,race
HORSE,riding
HORSE,mane
HORSE,hooves
HORSE,horseshoes
HORSE,farm
HORSE,barn
HORSE,hay
HORSE,carrot
HORSE,animal
HORSE,jockey (rider)
HORSE,cowboy
HOSPITAL,bed
HOSPITAL,medicine
HOSPITAL,ambulance
HOSPITAL,doctor
HOSPITAL,patient
HOSPITAL,nurse
HOSPITAL,needle
HOSPITAL,desease (illness)
HOUSE,window
HOUSE,bed
HOUSE,door
HOUSE,roof
HOUSE,bricks
HOUSE,kitchen
HOUSE,chimney
HOUSE,furniture
HOUSE,fireplace
HOUSE,home
HOUSE,family
ICE-CREAM,cold
ICE-CREAM,tasty
ICE-CREAM,milk (cream)
ICE-CREAM,sprinkles
ICE-CREAM,sugar
ICE-CREAM,cone
ICE-CREAM,bowl
ICE-CREAM,freezer (fridge)
ICE-CREAM,truck
ICE-CREAM,child (kid)
ICE-CREAM,summer
ICE-CREAM,spoon
ICE-CREAM,chocolate
ICE-CREAM,vanilla
KEY,open (unlock)
KEY,metal
KEY,chain
KEY,lock
KEY,door
KEY,car
KEY,treasure chest
KEY,safe
KEY,house
KEY,heart
KING,queen
KING,princess
KING,prince
KING,crown
KING,money
KING,power
KING,kingdom
KING,castle (palace)
KING,throne
KING,ruler (leader)
KING,knights
KNIFE,cutting (chopping)
KNIFE,sharp
KNIFE,fork
KNIFE,spoon
KNIFE,plate (dish)
KNIFE,cutting board
KNIFE,metal (steel)
KNIFE,kitchen
KNIFE,table
KNIFE,steak (meat)
KNIFE,food
KNIFE,blood
KNIFE,bread
KNIFE,butter
KNIFE,dinner (meal)
KNIFE,murderer (killer)
LAMP,read
LAMP,study
LAMP,bright
LAMP,bulb
LAMP,shade
LAMP,switch
LAMP,table (desk)
LAMP,bedroom
LAMP,house (home)
LAMP,night
LAMP,light
LAMP,electricity
LEASH,walk
LEASH,control
LEASH,collar
LEASH,leather
LEASH,neck
LEASH,dog
LEASH,pet
LEASH,park
LEASH,owner
LEASH,cat
LETTER,paper
LETTER,stamp
LETTER,mail
LETTER,envelope
LETTER,mailbox
LETTER,post office
LETTER,letter opener
LETTER,pen
LETTER,words
LETTER,pencil
LETTER,alphabet
LETTER,ink
LETTER,mailman
LION,roar
LION,tiger
LION,teeth
LION,mane (hair)
LION,fur
LION,safari
LION,Africa
LION,zoo
LION,jungle
LION,grassland (savannah)
LION,cub
LION,"deer (antelope, gazelle)"
LION,meat
LION,king
MAN,woman
MAN,children
MAN,car (truck)
MAN,hair
MAN,tools (hammer)
MAN,beard
MAN,muscles
MAN,father
MAN,power
MAN,sport
MECHANIC,fixing
MECHANIC,tools (toolbox)
MECHANIC,grease (dirt)
MECHANIC,wrench
MECHANIC,"uniform (jumpsuit, overalls)"
MECHANIC,hammer
MECHANIC,"garage (autoshop, workshop)"
MECHANIC,car (machine)
MECHANIC,oil
MECHANIC,tire
MECHANIC,engine
MILK,chocolate
MILK,white
MILK,cookies
MILK,calcium
MILK,cereal
MILK,"carton (bag, container)"
MILK,glass  (cup)
MILK,farm
MILK,fridge
MILK,grocery store
MILK,jug
MILK,breakfast
MILK,cow
MILK,cheese
MILK,baby
MILK,goat
MONKEY,fur (hair)
MONKEY,tail
MONKEY,tree
MONKEY,zoo
MONKEY,jungle (rainforest)
MONKEY,circus
MONKEY,vines
MONKEY,banana
MONKEY,human
MOUSE,small size
MOUSE,computer
MOUSE,whiskers
MOUSE,tail
MOUSE,trap
MOUSE,hole
MOUSE,house
MOUSE,basement
MOUSE,cheese
MOUSE,cat
PAPER,writing
PAPER,white
PAPER,pencil
PAPER,pen
PAPER,printer
PAPER,school
PAPER,origami (airplane)
PAPER,tree
PAPER,book
PAPER,homework
PAPER,notes (notebook)
PAPER,letter (stationary)
PAPER,scissors
PENCIL,writing
PENCIL,drawing
PENCIL,eraser
PENCIL,pen
PENCIL,sharpener
PENCIL,lead (graphite)
PENCIL,wood
PENCIL,school
PENCIL,case
PENCIL,desk (table)
PENCIL,hand
PENCIL,test (exam)
PENCIL,paper
PIE,whipped cream
PIE,ice-cream
PIE,apple
PIE,crust
PIE,cherry
PIE,pumpkin
PIE,filling
PIE,blueberry
PIE,oven
PIE,plate
PIE,Thanksgiving
PIE,dessert
PIE,fork
PIE,baker
PILOT,flight
PILOT,flight attendant
PILOT,uniform
PILOT,goggles
PILOT,hat (cap)
PILOT,sky (air)
PILOT,airport
PILOT,airplane
PILOT,passenger
PILOT,helicopter
PLATE,fork
PLATE,knife
PLATE,spoon
PLATE,cup
PLATE,napkin
PLATE,utensils
PLATE,food
PLATE,table
PLATE,dishwasher
PLATE,kitchen
PLATE,dinner (meal)
POLICE OFFICER,gun
POLICE OFFICER,uniform
POLICE OFFICER,badge
POLICE OFFICER,handcuffs
POLICE OFFICER,law
POLICE OFFICER,criminal
POLICE OFFICER,police car
POLICE OFFICER,siren
POSTMAN,delivery
POSTMAN,delivery truck (car)
POSTMAN,bag (satchel)
POSTMAN,uniform (shorts)
POSTMAN,post office
POSTMAN,mailbox
POSTMAN,mail
POSTMAN,dog
POSTMAN,letter
POSTMAN,"packages (boxes, parcel)"
POSTMAN,stamps
POSTMAN,envelope
PUMPKIN,orange
PUMPKIN,candy
PUMPKIN,seeds
PUMPKIN,"farm (patch, field)"
PUMPKIN,halloween
PUMPKIN,autumn
PUMPKIN,pie
PUMPKIN,knife
PUMPKIN,candle (light)
PUMPKIN,jack-o-lantern
RABBIT,hopping (jumping)
RABBIT,fur
RABBIT,ears
RABBIT,tail
RABBIT,teeth
RABBIT,hole (burrow)
RABBIT,grass
RABBIT,cage
RABBIT,carrot
RABBIT,lettuce (cabbage)
RABBIT,easter
RABBIT,bunny
RABBIT,pet
RESTAURANT,table
RESTAURANT,plate (dish)
RESTAURANT,menu
RESTAURANT,food
RESTAURANT,money
RESTAURANT,waiter (waitress)
RESTAURANT,chef
RESTAURANT,drink
RIVER,swimming
RIVER,lake
RIVER,ocean
RIVER,water
RIVER,fish
RIVER,current (flow)
RIVER,forest (trees)
RIVER,rocks (stones)
RIVER,"boat (canoe, kayak)"
RIVER,animals (wildlife)
SANTA,reindeer
SANTA,sleigh (sled)
SANTA,red coat (suit)
SANTA,beard
SANTA,hat(cap)
SANTA,chimney
SANTA,presents (gifts)
SANTA,cookies
SANTA,children
SANTA,christmas
SANTA,elves
SANTA,snow
SANTA,tree
SCHOOL,learning
SCHOOL,school bus
SCHOOL,books
SCHOOL,desk
SCHOOL,blackboard
SCHOOL,classroom
SCHOOL,lockers
SCHOOL,teacher
SCHOOL,homework
SCHOOL,students (children)
SCHOOL,test (exam)
SCHOOL,pencil
SCHOOL,friends (classmates)
SCISSORS,cut
SCISSORS,sharp
SCISSORS,rock
SCISSORS,glue
SCISSORS,knife
SCISSORS,blade
SCISSORS,metal
SCISSORS,school
SCISSORS,paper
SCISSORS,craft
SCISSORS,artwork
SCISSORS,hair
SCISSORS,hand
SHEEP,white
SHEEP,lamb
SHEEP,dogs
SHEEP,wool (fur)
SHEEP,farm
SHEEP,barn
SHEEP,"field (pasture, meadow)"
SHEEP,grass (hay)
SHEEP,sweater
SHEEP,shears (scissors)
SHEEP,shepard (herder)
SHEEP,wolf
SHEEP,herd (flock)
SHIP,fish
SHIP,cruise 
SHIP,sails
SHIP,sailor (crew)
SHIP,captain
SHIP,mast (plank)
SHIP,anchor
SHIP,flag
SHIP,ocean (sea)
SHIP,water
SHIP,"dock (harbour, port)"
SHIP,"cargo (goods, merchandise)"
SHIP,boat
SHIP,titanic
SHIP,pirate
SHIP,passenger (people)
SHOES,running
SHOES,socks
SHOES,laces (shoelaces)
SHOES,velcro
SHOES,"mall (store, Holt Renfrew)"
SHOES,ground (floor)
SHOES,box (shoebox)
SHOES,toes
SHOES,feet
SHOES,heels (high heels)
SHOES,dirt (mud)
SHOES,soles
SHOES,leather
SHOES,"sneakers (Nike, Converse)"
SHOES,boots
SPIDER,scare (fear)
SPIDER,black
SPIDER,legs
SPIDER,poison (venom)
SPIDER,house
SPIDER,corner
SPIDER,fly
SPIDER,halloween
SPIDER,insect
SPIDER,bug
SPIDER,shoe
SPIDER,"web (net, cob)"
STUDENT,"studying (learning, getting education)"
STUDENT,teacher
STUDENT,laptop (computer)
STUDENT,backpack
STUDENT,school
